Census Tract,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,CES 4.0 Score, CES 4.0 Percentile,CES 4.0 Percentile Range,DAC category,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
6037533806,3794,Los Angeles,90201,Bell,-118.1704919,33.9722323,72.00,99.37,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,46.99,12.04351864,80.80,1.088,98.57,696.73,77.62,89.27,96.16,7.82,58.28,4605.206706,91.52,5116.249847,99.73,17,78.01,10.75,48.96,0.77,80.69,7,66.74,0,0.00,72.43,8.84,99.07,54.25,62.08,5.02,52.85,23.93,96.68,53.9,97.91,20.1,86.75,55.4,87.54,10,86.19,22.9,73.73,78.48,8.14,90.94
6029002200,5633,Kern ,93307,Bakersfield,-118.9879161,35.3613217,71.91,99.36,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.065,93.63,15.91452262,99.88,0.286,74.98,625.12,70.31,80.54,89.77,0.00,0.00,26.04519973,13.02,681.9583609,34.69,11,63.70,15,59.60,4.51,97.49,0,0.00,5.2,76.36,59.50,7.26,90.23,84.72,87.56,8.51,98.01,23.51,95.99,59,99.14,29.5,95.44,76.5,98.99,27.3,99.86,30.6,91.46,95.42,9.90,99.96
6037534102,6219,Los Angeles,90201,Bell Gardens,-118.1616452,33.9702059,71.90,99.34,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.047,50.54,12.02588499,79.78,0.318,78.25,518.16,62.27,91.70,97.92,31.25,69.34,4410.199951,90.92,1025.609038,59.61,14.2,73.55,11,49.83,1.375,89.45,7,66.74,0.5,22.08,69.16,8.44,98.05,54.25,62.08,5.08,54.62,23.93,96.68,51.4,97.22,29.5,95.44,61.5,92.68,11.5,91.12,28.9,88.66,82.07,8.51,94.58
6065030502,1963,Riverside ,92507,Riverside,-117.3560514,33.9857419,71.87,99.33,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.067,97.00,12.37134098,90.33,0.891,97.49,693.83,77.37,87.82,95.34,0.00,3.83,625.5926615,55.95,1566.079784,79.41,21.5,83.24,33.5,82.40,0.93,84.04,0,0.00,0.2,9.67,67.02,8.18,97.00,60.49,69.59,7.89,96.02,17.44,78.08,44.9,93.61,17.9,83.11,59.5,91.32,17.8,98.54,23,74.04,84.68,8.78,96.38
6037127400,6558,Los Angeles,91406,Los Angeles,-118.4782103,34.2102531,71.85,99.32,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.064,91.05,12.29587676,89.61,0.457,87.92,726.64,83.13,70.56,79.87,0.00,0.00,685.6316884,57.76,2892.070994,95.34,59.3,97.24,31.3,80.71,2.36,94.12,2,23.88,0,0.00,68.45,8.36,97.69,77.98,84.25,7.86,95.87,19.65,86.24,28.9,78.75,22.8,90.04,48.6,80.34,4.6,39.21,35.4,96.41,82.87,8.60,95.17
6039000800,6793,Madera ,93637,Madera,-120.0616242,36.9597277,71.55,99.31,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.058,76.94,12.69298206,92.32,0.600,92.96,570.63,66.85,78.63,88.12,0.01,12.52,10814.2334,97.82,1115.703732,64.88,13,71.63,30,79.69,0.645,76.44,0,0.00,0,0.00,64.55,7.88,95.49,90.04,89.67,6.36,81.51,29.26,99.46,44.9,93.61,22.5,89.71,73,98.33,7.1,68.40,23,74.04,87.52,9.08,98.21
6037570301,7273,Los Angeles,90805,Long Beach,-118.1922187,33.8676075,71.42,99.29,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.043,29.89,12.50092519,91.05,0.503,89.98,339.04,34.73,78.54,87.98,0.84,41.52,8781.373127,96.62,1663.949239,81.34,9,58.17,17.05,63.42,0.97,84.78,7,66.74,0.5,22.08,65.77,8.03,96.37,94.42,91.14,6.34,81.22,20.48,89.00,33.7,84.09,16.1,79.59,56.9,89.06,7.9,74.74,32.8,94.26,85.73,8.89,97.11
6037534301,4320,Los Angeles,90201,Cudahy,-118.1852919,33.9599735,71.40,99.28,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,44.98,12.06526369,82.19,0.238,68.46,709.97,78.36,81.37,90.49,0.00,0.00,5265.72998,92.97,677.1907416,34.34,88.2,98.94,33,82.10,2.27,93.73,7,66.74,10.7,92.00,69.88,8.53,98.39,43.15,46.31,7.94,96.18,18.75,83.44,48.4,95.67,22.6,89.77,47.1,78.63,10,86.19,24.9,79.91,80.67,8.37,93.23
6037294701,3099,Los Angeles,90744,Los Angeles,-118.2549079,33.7780161,71.29,99.27,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.039,17.65,11.73680492,67.45,1.465,99.37,391.08,42.43,81.37,90.47,0.00,0.00,9756.536946,97.24,632.7478884,30.94,46.95,95.24,62.1,92.89,3.305,96.66,16,96.26,21,98.49,69.10,8.44,97.98,76.33,83.00,5.5,64.47,21.61,92.82,50.6,96.77,24.6,91.95,58.9,90.87,4.9,43.09,30.6,91.46,81.46,8.45,93.99
6037239330,2458,Los Angeles,90001,Los Angeles,-118.2631029,33.9783876,71.24,99.26,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.045,39.99,12.14625901,86.88,0.203,62.51,787.94,92.53,90.52,97.09,0.00,0.00,4239.376709,90.27,1230.505058,69.83,68.15,97.98,28.25,78.05,0.445,65.18,0,0.00,2.7,60.11,65.01,7.94,95.86,113.45,95.31,6.68,86.16,27.79,99.02,50.1,96.58,7.8,52.51,61.2,92.45,6,57.25,41,98.94,86.52,8.97,97.60
6019001301,5342,Fresno ,93702,Fresno,-119.7499923,36.732259,71.21,99.24,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.061,84.58,13.88830162,97.67,0.184,59.07,733.95,84.39,92.75,98.51,1.86,47.21,2874.314311,84.23,685.4053619,34.95,5.5,44.01,15,59.60,0.3,50.14,0,0.00,0,0.00,59.47,7.26,90.19,118.84,95.75,8.28,97.51,20.72,89.41,51.3,97.15,26.7,93.68,79.3,99.38,11.8,91.79,31.3,92.37,94.55,9.81,99.86
6037570402,3400,Los Angeles,90805,Long Beach,-118.1986552,33.8685443,71.21,99.23,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.042,26.70,12.78098946,92.79,0.973,98.06,338.56,33.45,86.61,94.39,0.00,4.79,9572.14974,97.17,4072.827967,98.88,7.95,52.41,35.3,83.40,1.135,86.94,10,82.97,2.5,59.18,69.84,8.53,98.37,88.49,89.19,8.16,97.11,19.32,85.36,22.4,68.97,7,48.72,37.7,65.70,11.6,91.27,24.1,77.58,80.50,8.35,93.03
6037239702,4334,Los Angeles,90003,Los Angeles,-118.2750006,33.962202,70.76,99.22,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.116733,85.59,0.467,88.39,787.94,92.53,86.09,94.09,0.00,0.00,5194.089925,92.80,3032.755893,96.01,6.7,47.48,3.6,23.66,0.225,39.77,0,0.00,3,63.67,60.35,7.37,91.44,113.88,95.43,7.5,93.88,27.88,99.23,44,92.88,10.9,65.19,68.1,96.62,11.4,90.86,42.3,99.21,92.57,9.60,99.61
6037540400,2109,Los Angeles,90059,Willowbrook,-118.2282398,33.9326754,70.56,99.21,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.0701055,82.59,1.093,98.61,669.99,73.74,75.13,84.86,0.00,0.00,8916.260049,96.76,2623.566956,93.58,54.5,96.66,20.8,69.15,1.555,90.66,0,0.00,1,35.72,66.59,8.13,96.79,122.71,96.17,5.33,60.57,25.25,97.79,54,97.95,16.3,80.01,55.9,88.09,7.7,73.41,22.7,72.98,83.67,8.68,95.71
6037296210,3132,Los Angeles,90731,Los Angeles,-118.2839528,33.7476138,70.53,99.19,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.038,16.78,11.70137136,66.31,1.097,98.63,391.08,42.43,76.76,86.34,0.00,0.00,5523.829834,93.35,856.100235,48.26,8,53.43,42.55,87.28,2.695,95.20,8,72.15,6.7,81.51,63.65,7.77,94.79,103.61,93.62,7.49,93.75,14.57,64.02,36.9,87.17,23.8,91.22,56,88.18,13.2,94.66,33.2,94.70,87.49,9.08,98.20
6037534302,3720,Los Angeles,90201,Cudahy,-118.1755664,33.9593595,70.45,99.18,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,44.98,12.03778507,80.45,0.727,95.88,673.92,74.26,81.66,90.78,0.00,0.00,5218.023356,92.86,661.0383819,33.10,56.35,96.85,18.05,65.35,3.925,97.13,7,66.74,1.95,44.54,67.40,8.23,97.16,46.98,52.01,7.67,94.97,20.41,88.70,53.2,97.71,13.1,71.67,57.9,90.05,8.7,79.72,32.1,93.33,82.53,8.56,94.92
6077003803,6299,San Joaquin,95231,French Camp,-121.2688218,37.885527,70.42,99.17,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.048,50.99,10.81852036,53.69,0.176,57.46,813.78,94.67,52.55,55.20,1036.10,89.38,438.5243429,49.04,913.4255036,52.58,22.2,83.99,124.05,97.71,1.03,85.48,14,93.36,8.85,88.06,71.82,8.77,98.94,77.16,83.55,6.13,77.80,20.74,89.46,39,89.22,7.1,49.09,47.1,78.63,11.7,91.55,16.7,47.62,77.41,8.03,89.49
6037120020,3872,Los Angeles,91402,Los Angeles,-118.4548516,34.2188235,70.33,99.16,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.065,93.63,11.81424877,70.17,0.169,56.07,726.64,83.13,75.93,85.66,0.00,0.00,694.0063477,58.04,1444.132983,76.74,41.6,93.97,2.5,16.75,2.62,95.01,0,0.00,3,63.67,61.58,7.52,92.82,93.94,90.85,6.1,77.19,20.82,89.77,41.1,90.67,34.5,97.52,62.7,93.48,13.6,95.12,33.9,95.25,90.17,9.35,99.21
6037434004,3039,Los Angeles,91733,South El Monte,-118.0321896,34.0402202,70.22,99.14,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.055,71.66,12.03688662,80.39,0.890,97.47,821.08,95.28,89.29,96.19,4.20,53.14,2955.513346,84.63,1963.851443,86.45,6.25,46.60,12.25,52.42,0.405,61.79,5,51.22,1.25,38.99,72.17,8.81,99.04,65.92,75.19,7.27,92.28,16.69,74.84,28,77.59,10.5,63.69,48.3,79.99,7.4,70.90,22.5,72.17,76.82,7.97,88.94
6019000901,2759,Fresno ,93706,Fresno,-119.804301,36.7104697,70.21,99.13,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.060,82.48,13.65016787,96.52,0.122,43.92,733.95,84.39,62.70,69.49,2109.70,93.24,2841.494995,84.08,364.259288,11.90,9.2,58.72,12.5,53.10,0.27,45.73,0,0.00,3.5,66.69,62.12,7.58,93.39,139.35,98.23,7.76,95.39,22.68,94.57,40.6,90.41,9.5,59.79,69.3,97.10,13.3,94.83,21.8,69.91,89.24,9.26,98.89
6019007100,7637,Fresno ,93662,Selma,-119.6279131,36.5629769,70.20,99.12,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.061,84.58,13.76768283,97.27,0.586,92.56,584.00,67.77,64.75,72.55,620.78,86.52,447.3131676,49.46,795.7905056,43.98,15,74.93,10,47.43,0.86,82.74,0,0.00,4.1,70.61,67.94,8.30,97.49,126.72,96.86,5.52,65.02,19.22,84.97,45.5,93.95,28.8,95.07,76.9,99.02,6.9,66.61,17.1,49.72,81.58,8.46,94.09
6037205110,3904,Los Angeles,90023,Los Angeles,-118.2142985,34.0245059,70.13,99.10,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.048,51.90,12.25398221,89.28,0.363,82.20,787.94,92.53,98.70,99.99,0.00,0.00,2808.570027,84.00,752.2054963,40.53,12.75,70.46,3.55,23.49,9.81,99.40,7,66.74,5.55,77.64,67.55,8.25,97.26,76.1,82.76,5.68,68.54,20.87,90.15,60.7,99.39,26.3,93.38,60.8,92.20,5,44.35,28.5,87.88,81.96,8.50,94.45
6037122410,3457,Los Angeles,91605,Los Angeles,-118.3919739,34.2044832,70.04,99.09,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.062,88.70,11.52566258,61.37,0.139,48.35,726.64,83.13,62.76,69.59,0.00,0.00,926.9586692,62.50,1034.494912,60.23,38.75,92.96,49,89.91,0.93,84.04,0,0.00,3.5,66.69,61.73,7.54,92.98,79.39,84.67,7.07,90.60,21.48,92.31,35.1,85.40,21.5,88.47,59.9,91.56,9.8,85.49,41.1,98.96,89.58,9.29,98.98
6037532304,4013,Los Angeles,90040,Commerce,-118.1526793,33.9862905,70.00,99.08,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.048,50.99,12.14921007,86.98,0.754,96.13,553.53,64.86,62.39,68.99,0.00,0.00,3727.709961,87.93,2366.91483,91.24,63.3,97.63,135.7,97.97,2.615,94.98,11,86.96,18.5,97.87,77.29,9.44,99.83,50.87,57.74,5.29,59.56,17.86,80.22,35.4,85.70,19,85.10,45.6,76.98,NA,NA,19.5,60.93,71.51,7.42,82.12
6065042505,3542,Riverside ,92553,Moreno Valley,-117.2825158,33.9293086,69.96,99.07,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.070,98.67,11.64985388,64.43,0.210,63.85,571.15,66.93,93.54,98.97,0.11,26.66,2053.690063,79.92,1831.235988,84.35,21,82.98,2.1,14.51,0.36,57.46,0,0.00,3.5,66.69,63.42,7.74,94.60,60.19,69.17,7.47,93.65,19.2,84.90,45,93.70,15.9,79.17,71.8,97.99,16.7,98.11,29.1,89.09,87.09,9.03,97.92
6037208000,7508,Los Angeles,90026,Los Angeles,-118.2560631,34.0625684,69.81,99.05,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.048,53.73,12.53587816,91.28,0.769,96.39,787.94,92.53,58.34,63.53,0.05,20.55,1906.571736,78.24,2879.594269,95.28,25.65,86.58,20,68.42,0.96,84.71,7,66.74,9.2,89.14,75.67,9.24,99.64,41.43,43.84,7.59,94.51,10.45,33.60,31.9,82.31,18.8,84.79,59.6,91.46,10.1,86.75,35.6,96.58,72.85,7.56,83.85
6019001500,2407,Fresno ,93725,Unincorporated Fresno County area,-119.7178427,36.6816,69.73,99.04,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.061,84.58,13.61859287,96.34,0.217,64.97,1022.76,99.64,72.76,82.14,2979.76,95.07,6453.078705,94.64,550.4996481,24.73,70.5,98.19,67.7,93.84,6.695,98.65,0,0.00,34.05,99.79,79.54,9.71,99.96,101.74,93.13,4.33,34.39,15.94,71.16,47,94.72,12.6,70.31,63.5,93.98,10.6,88.40,9.9,13.56,69.21,7.18,79.20
6037575401,4788,Los Angeles,90813,Long Beach,-118.200174,33.7863532,69.66,99.03,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.040,20.85,11.69108081,65.96,0.208,63.60,339.04,34.73,87.84,95.39,0.00,0.00,14857.66634,98.97,854.1597288,48.14,3.5,33.87,66.5,93.62,2.14,93.09,18,97.52,3.5,66.69,61.29,7.48,92.47,127.96,96.93,6.03,75.76,27.86,99.08,44.1,92.94,23.7,91.01,72.1,98.09,7.4,70.90,30.6,91.46,89.74,9.31,99.03
6037572301,3841,Los Angeles,90810,Long Beach,-118.2215755,33.8219958,69.65,99.02,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.041,22.19,11.72604257,67.07,0.560,91.71,337.44,32.98,81.53,90.67,6.90,57.14,13332.23275,98.60,2233.800035,90.14,8.9,54.95,12.45,52.57,1.395,89.62,22,99.03,4,70.42,70.31,8.59,98.54,79.55,84.83,5.46,63.54,21.11,90.84,34.6,84.84,12.7,70.52,51.2,83.24,9.1,82.33,19.9,62.42,78.20,8.11,90.57
6031001100,6631,Kings ,93230,Hanford,-119.6308433,36.3080545,69.60,99.00,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.060,82.48,15.50307476,99.44,0.131,46.27,619.40,69.68,68.95,77.73,11.08,61.10,282.1919131,40.62,388.3283198,13.44,7.25,50.99,110.25,97.18,0.945,84.35,0,0.00,12.5,94.11,62.67,7.65,93.86,108.13,94.63,6.13,77.80,26.4,98.55,49.1,96.04,34.8,97.63,78.8,99.31,11.2,90.33,15.6,41.86,87.68,9.10,98.27
6037239310,4501,Los Angeles,90003,Los Angeles,-118.2773062,33.9785291,69.57,98.99,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,37.57,12.13275518,86.38,0.724,95.84,787.94,92.53,93.23,98.83,0.00,0.00,4144.716634,89.96,3767.169464,98.39,14.35,73.81,8.25,41.42,0.06,8.76,0,0.00,0.9,26.55,60.00,7.33,90.88,113.88,95.43,6.57,84.53,27.88,99.23,50.7,96.81,23.8,91.22,68.1,96.62,7,67.48,38.7,98.12,91.56,9.50,99.46
6037228900,2918,Los Angeles,90058,Los Angeles,-118.2430143,33.9920544,69.56,98.98,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,44.98,12.16800708,87.47,0.267,72.64,787.94,92.53,95.33,99.51,0.00,0.00,3601.543335,87.28,508.4178425,21.53,54.85,96.73,0.75,4.42,9.525,99.32,0,0.00,8,86.51,61.29,7.48,92.48,80.43,85.47,6.09,77.05,19.67,86.29,61.9,99.48,23.1,90.34,77.8,99.15,17,98.20,32.7,94.16,89.60,9.29,98.99
6037219901,4150,Los Angeles,90016,Los Angeles,-118.3605226,34.0297377,69.52,98.97,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,44.98,11.94583615,75.48,0.272,73.34,787.94,92.53,84.37,92.93,0.04,19.90,2082.327657,80.10,3054.125252,96.18,3.9,34.83,8.05,40.84,0.345,55.42,7,66.74,3.5,66.69,65.59,8.01,96.28,99.57,92.49,7.53,94.03,16.87,75.52,46.2,94.37,11.7,67.72,50.1,81.91,6.1,58.36,38,97.77,83.69,8.68,95.74
6037570502,6588,Los Angeles,90805,Long Beach,-118.1668021,33.8674703,69.39,98.95,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.043,29.89,12.07851936,83.05,0.215,64.57,339.04,34.73,85.58,93.75,0.78,41.10,7239.183065,95.47,913.8811807,52.64,14,73.37,122,97.66,4.395,97.41,7,66.74,11.5,93.24,69.83,8.53,98.34,94.42,91.14,6.63,85.46,20.48,89.00,28.9,78.75,8.3,54.58,38.8,67.25,6.3,60.57,25.2,80.75,78.46,8.14,90.85
6037570203,4165,Los Angeles,90805,Long Beach,-118.1600078,33.8783269,69.38,98.94,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.043,32.15,12.07684795,82.96,0.572,92.12,339.04,34.73,71.90,81.30,0.00,0.00,7182.133547,95.42,2820.212253,94.90,3.45,32.47,83.1,95.52,8.09,99.01,7,66.74,5,75.67,67.43,8.23,97.17,68.25,77.28,7.13,91.04,15.3,68.38,33.2,83.61,12,68.66,66.2,95.62,9.3,83.22,28,86.79,81.24,8.43,93.77
6037533002,2705,Los Angeles,90001,Florence-Graham,-118.2391487,33.9774904,69.29,98.93,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.045,42.56,12.136112,86.47,0.322,78.61,540.06,63.94,95.18,99.50,0.00,0.00,4161.033366,90.02,1078.399826,62.85,27.9,87.74,27,76.96,1.91,92.28,0,0.00,1.7,43.21,63.68,7.77,94.84,80.16,85.27,5.29,59.56,24.73,97.63,52.7,97.52,24,91.39,67.6,96.43,9.5,83.98,27.4,85.75,85.92,8.91,97.24
6037228100,5505,Los Angeles,90011,Los Angeles,-118.2439607,34.009617,69.26,98.92,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,46.99,12.15734144,87.26,0.316,78.02,787.94,92.53,92.70,98.50,0.00,0.00,3011.45992,84.88,554.9191044,25.06,57.05,97.00,4.75,28.08,1.92,92.30,7,66.74,2.6,59.43,65.67,8.02,96.33,69.35,77.94,5.26,59.19,21,90.35,55.5,98.44,27.4,94.18,60.3,91.85,8.1,76.05,31.8,92.94,83.26,8.64,95.44
6099002100,3112,Stanislaus ,95354,Modesto,-120.9667385,37.6287607,69.16,98.90,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.054,70.28,11.44969032,60.04,0.251,70.16,891.92,97.78,86.21,94.19,0.00,0.00,558.5936686,53.73,559.8361609,25.50,28.9,88.11,0.75,4.42,2.28,93.75,8,72.15,4,70.42,61.23,7.48,92.38,99.94,92.62,7.58,94.42,17.18,77.01,39.7,89.72,13.9,74.10,73.7,98.52,18.6,98.89,30,90.54,89.19,9.25,98.88
6037532603,3289,Los Angeles,90255,Huntington Park,-118.2333907,33.9846156,69.06,98.89,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,44.98,12.14111892,86.70,0.388,84.04,380.45,40.04,91.30,97.68,0.00,0.00,3826.773356,88.40,805.1329156,44.70,53.9,96.55,9.5,44.83,9.885,99.47,0,0.00,13.2,94.66,62.91,7.68,94.06,60.74,69.97,6.99,89.80,24.24,97.03,54.7,98.18,25.6,92.91,59.9,91.56,7.1,68.40,28.4,87.69,86.67,8.99,97.71
6037117408,3073,Los Angeles,91343,Los Angeles,-118.4703709,34.2248464,68.96,98.88,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.065,93.63,12.06000567,81.77,0.452,87.59,726.64,83.13,63.15,70.26,0.00,0.00,650.1786652,56.73,3927.660141,98.59,40.5,93.54,11.5,50.87,0.355,56.69,0,0.00,0,0.00,61.05,7.45,92.16,86.23,88.17,7.88,95.95,15.46,69.11,40.8,90.50,25.5,92.80,69.8,97.30,11.2,90.33,40.8,98.87,89.18,9.25,98.87
6037204700,5510,Los Angeles,90023,Los Angeles,-118.2124515,34.0309821,68.92,98.87,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.048,53.73,12.30827709,89.71,1.076,98.53,828.12,95.67,91.36,97.72,0.00,0.00,2522.046671,82.66,4013.208536,98.74,5.65,44.21,1.05,7.19,3.9,97.11,7,66.74,4.75,73.01,70.61,8.62,98.68,70.82,79.00,5.81,71.26,19.23,84.98,41.5,91.03,10,61.90,39.2,67.85,8.6,78.97,24.5,78.73,77.06,7.99,89.22
6037302401,7395,Los Angeles,91204,Glendale,-118.2597456,34.1316179,68.86,98.85,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.052,66.81,11.87080549,71.95,0.265,72.53,685.63,76.05,68.49,77.13,0.00,0.00,1774.731018,76.62,1006.129331,58.25,49.25,95.61,33.25,82.27,1.95,92.38,6,58.69,10.8,92.10,69.68,8.51,98.28,65.09,74.45,4.63,41.93,19.32,85.36,21,66.46,36.9,98.11,53.8,85.88,13.2,94.66,41,98.94,78.03,8.09,90.33
6037602900,4443,Los Angeles,90249,Gardena,-118.3065724,33.9079762,68.75,98.84,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.043,29.89,12.12237612,85.84,0.244,69.21,373.79,39.54,82.13,91.17,28.67,68.55,10779.88688,97.80,875.4572135,49.53,69.7,98.13,68.25,93.94,4.48,97.47,5,51.22,9.9,90.24,73.03,8.92,99.22,66.53,75.81,6.35,81.33,12.77,52.55,38.5,88.76,18.2,83.84,51.2,83.24,6.6,63.42,23.1,74.52,74.33,7.71,85.78
6029004402,4436,Kern ,93280,Wasco,-119.3337642,35.5917344,68.74,98.83,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.060,82.48,13.91821858,97.76,0.625,93.68,743.37,84.73,81.42,90.52,2497.46,94.14,229.1563263,37.03,245.8278104,5.79,19,80.94,7.5,39.45,0.25,43.30,0,0.00,5,75.67,64.80,7.91,95.71,42.69,45.65,7.15,91.30,21.43,92.21,50.1,96.58,33.3,96.95,75.2,98.79,8.7,79.72,26.4,83.50,83.75,8.69,95.78
6037433504,4802,Los Angeles,91733,El Monte,-118.0551094,34.0585512,68.72,98.81,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.055,72.55,11.96074742,76.27,0.216,64.88,821.08,95.28,83.17,92.09,0.04,19.79,2374.994405,81.90,602.1711841,28.54,15.95,75.96,188.45,99.00,1.07,86.00,3,33.16,1.7,43.21,66.76,8.15,96.90,65.92,75.19,6.52,83.85,16.69,74.84,48.9,95.94,31.8,96.41,62.6,93.39,5.4,49.86,28.2,87.25,81.26,8.43,93.80
6067005301,1598,Sacramento ,95811,Sacramento,-121.4825199,38.5916037,68.71,98.80,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,46.99,9.096159717,39.24,0.414,85.61,265.26,16.85,72.39,81.87,4.92,54.28,169.8416646,31.52,1892.222241,85.43,218.25,99.96,137.75,98.04,7.73,98.91,18,97.52,10.5,91.84,69.23,8.45,98.11,133.65,97.63,13.71,100.00,17.04,76.40,19.5,63.93,1.2,8.49,74.8,98.69,24.8,99.77,18.4,55.96,78.35,8.13,90.76
6037121222,5139,Los Angeles,91352,Los Angeles,-118.3919494,34.2321411,68.65,98.79,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.065,93.63,11.41126373,59.48,0.368,82.59,726.64,83.13,69.49,78.44,0.00,0.00,764.6736857,59.78,2560.759679,93.19,50.8,96.04,5.7,32.51,0.78,80.87,4,43.78,16.45,96.75,69.18,8.45,98.06,74.78,81.89,8.03,96.56,15.13,67.12,46.9,94.65,6.7,47.08,54.3,86.38,5.4,49.86,35.1,96.15,78.34,8.13,90.73
6037185320,2991,Los Angeles,90065,Los Angeles,-118.2242419,34.0887194,68.57,98.78,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.050,62.53,12.45587973,90.85,0.357,81.78,767.52,86.87,79.90,89.16,0.00,0.00,1640.341634,75.12,2390.883961,91.49,50.1,95.82,20.8,69.15,0.025,3.64,8,72.15,8.8,88.04,70.07,8.56,98.48,65.4,74.75,6.62,85.31,11.07,38.48,45.2,93.79,23,90.24,58.9,90.87,11.5,91.12,23.5,75.68,77.26,8.01,89.41
6037540000,7139,Los Angeles,90262,Lynwood,-118.1810628,33.9220335,68.47,98.76,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,37.57,12.04697253,80.93,0.972,98.05,500.35,60.58,84.24,92.85,0.00,0.00,7876.333211,96.09,3490.191587,97.76,4.65,41.19,4,26.17,0.615,75.35,10,82.97,7,83.28,67.58,8.25,97.32,67.6,76.84,5.52,65.02,18.77,83.51,51.7,97.25,15.8,79.00,48.9,80.55,10.1,86.75,25.2,80.75,79.99,8.30,92.55
6065030400,6741,Riverside ,92507,Riverside,-117.367719,33.9711717,68.45,98.75,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.067,97.00,12.35264701,90.18,0.537,91.09,693.83,77.37,84.21,92.79,0.00,0.00,599.6749979,55.05,1416.184446,75.90,44.2,94.61,37.5,84.66,0.73,79.36,0,0.00,2,52.90,69.05,8.43,97.97,61,70.29,6.14,77.94,17.63,79.30,37.8,88.09,9.7,60.62,49.9,81.62,10.8,89.19,26.6,83.94,78.27,8.12,90.68
